zoneid,81sas070615,81sas070616,81sas070617,81sas070618,81sas070619,81sas070620,81sas070621,81sas070622,81sas070623,81sas070624,81sas070625,81sas070626,81sas070627,81sas070628,81sas070629,81sas070630,81sas070631,81sas070632,81sas070633,81sas070634,81sas070635,81sas070636,81sas070637,81sas070638,81sas070639,81sas070640,81sas070641
23HS      ,37702,9327,15462,1044,354,52,12744,1561,2524,17974,7073,11850,3918,232,600,2022,107,436,31762,8988,14426,30816,7532,6728,946,1456,7698
23HT      ,24630,4965,10194,820,194,42,6933,649,1456,12553,3891,7781,2739,125,505,1585,106,410,20306,4734,9279,19605,3822,3640,701,912,5639
23HU      ,33967,6316,14139,1350,296,69,8403,708,1809,21219,5198,11806,2116,73,246,879,41,209,30972,6202,13684,30552,5465,6639,420,737,7045
23HW      ,17797,2927,7044,551,120,20,6408,428,1210,7627,2187,5223,1757,122,340,1454,70,251,14586,2735,6453,14144,2259,2864,442,476,3589
24HX      ,21823,6177,9526,901,262,36,6798,981,1409,11700,4773,7577,1544,117,284,880,44,220,19399,6016,9022,18845,4988,4085,554,1028,4937
24HY      ,17776,3502,6932,606,154,8,5042,485,1026,8418,2596,5156,2113,188,387,1597,79,355,14066,3235,6190,13508,2558,2374,558,677,3816
24HZ      ,19153,3042,7359,739,133,29,4562,384,984,10506,2373,5745,2101,106,338,1245,46,263,15807,2890,6758,15483,2448,3302,324,442,3456
24JA      ,23924,5691,11140,1108,331,59,6569,773,1674,14342,4470,9046,1228,83,210,677,34,151,22019,5574,10779,21519,4656,4739,500,918,6040
24JB      ,26891,4874,11459,1068,233,47,8180,679,1679,13637,3738,8858,2417,158,505,1589,66,370,22885,4650,10584,22349,3865,4788,536,785,5796
24JC      ,22693,4540,10279,966,186,34,7521,682,1664,11259,3510,8022,1725,101,322,1222,61,237,19746,4378,9720,19281,3685,4539,465,693,5181
25JD      ,36334,6935,17012,1491,324,76,12307,1041,2915,18573,5410,13339,2609,109,418,1354,51,264,32371,6775,16330,31742,5866,8317,629,909,8013
25JE      ,25233,4536,9903,872,178,20,8946,721,1757,11420,3409,7365,2522,152,444,1473,76,317,21238,4308,9142,20694,3545,4118,544,763,5024
25JF      ,26785,4515,11889,1206,186,52,9018,743,2014,13872,3466,9310,1682,86,278,1007,34,235,24096,4395,11376,23686,3750,5248,410,645,6128
25JG      ,24606,4170,10714,1360,228,62,9352,642,1958,11304,3168,8111,1567,87,334,1023,45,249,22016,4038,10131,21702,3456,4940,314,582,5191
25JH      ,22024,3885,8368,1109,215,63,6900,576,1296,12437,3019,6663,1060,45,191,518,30,155,20446,3810,8022,20197,3293,3980,249,517,4042
25JJ      ,22669,3507,8838,896,170,36,9983,596,1771,8955,2617,6457,1712,87,357,1123,37,217,19834,3383,8264,19532,2914,4013,302,469,4251
25JK      ,29624,5866,12984,1299,230,60,10097,821,2150,14846,4664,10153,2310,104,374,1072,47,247,26242,5715,12363,25783,4904,5872,459,811,6491
25JL      ,36570,7038,14698,1597,335,58,11481,1009,2328,17910,5271,11100,3429,287,653,2153,136,559,30988,6615,13486,30141,5396,5727,847,1219,7759
25JM      ,47237,11260,18621,2634,556,115,12813,1756,2822,27044,8631,14716,3310,200,586,1436,117,382,42491,10943,17653,41524,9187,8244,967,1756,9409
25JN      ,24684,4619,9459,1910,186,46,8438,750,1673,12164,3600,7406,1607,58,199,565,25,135,22512,4536,9125,22160,3977,4783,352,559,4342
25JP      ,52787,12819,22149,2499,598,121,12832,1979,3105,32761,9951,18105,3270,207,492,1425,84,326,48092,12528,21331,46991,10464,9020,1101,2064,12311
25JQ      ,26298,4437,10570,1115,176,27,8644,657,1810,12978,3451,8115,2112,96,345,1449,57,273,22737,4284,9952,22252,3608,4562,485,676,5390
25JR      ,24449,5228,10223,1031,248,36,8535,962,1813,11094,3751,7580,2131,164,460,1658,103,334,20660,4961,9429,20012,4105,3819,648,856,5610
26JS      ,23521,4452,11245,1076,289,60,7604,665,1856,11603,3369,8665,1699,86,349,1539,43,315,20283,4323,10581,19855,3592,4382,428,731,6199
26JT      ,12664,2758,5662,503,135,27,3227,400,779,7519,2161,4634,883,39,114,532,23,108,11249,2696,5440,10912,2254,2444,337,442,2996
26JU      ,9762,1742,3419,321,77,11,2039,188,500,4384,1301,2429,1909,122,281,1109,54,198,6744,1566,2940,6486,1257,1358,258,309,1582
26JW      ,21170,4268,8911,716,174,17,6332,623,1416,9595,3180,6599,2633,196,502,1894,95,377,16643,3977,8032,16095,3214,3628,548,763,4404
26JX      ,17838,2951,8695,676,119,45,5219,368,1295,10331,2409,7062,1110,39,181,502,16,112,16226,2896,8402,15970,2448,4906,256,448,3496
26JY      ,12562,2359,4588,483,87,15,2881,303,673,5766,1755,3304,2084,137,316,1348,77,280,9130,2145,3992,8857,1762,1863,273,383,2129
26JZ      ,19161,4480,9262,781,222,34,5245,682,1328,11204,3478,7530,1317,60,221,614,38,149,17230,4382,8892,16792,3659,4067,438,723,4825
26KA      ,25482,4607,11128,931,176,35,7994,688,1704,11815,3514,8393,2646,144,551,2096,85,445,20740,4378,10132,20176,3607,4569,564,771,5563
26KB      ,23639,4330,10896,722,234,50,7133,623,1575,12960,3347,8699,1613,74,312,1211,52,260,20815,4204,10324,20417,3519,5084,398,685,5240
27KC      ,23508,4494,10641,900,176,29,7789,673,1585,11329,3557,8597,2413,57,262,1077,31,168,20018,4406,10211,19610,3875,4773,408,531,5438
27KD      ,36967,7373,16456,1347,264,46,13002,1114,2805,17996,5788,12839,3061,145,503,1561,62,263,32345,7166,15690,31730,6184,7302,615,982,8388
27KE      ,31290,5794,13507,1038,258,32,12132,974,2375,13649,4370,10320,2618,143,453,1853,49,327,26819,5602,12727,26124,4758,5767,695,844,6960
27KF      ,25338,5929,11255,895,270,37,9605,1069,1972,11050,4410,8640,2268,112,380,1520,68,226,21550,5749,10649,20981,4892,4998,569,857,5651
27KG      ,29505,5585,13157,1023,249,61,10599,874,2192,14552,4303,10272,1890,114,380,1441,45,252,26174,5426,12525,25584,4578,6075,590,848,6450
27KH      ,35169,7546,15370,1324,480,64,14980,1492,2929,14784,5380,11572,2445,142,508,1636,52,297,31088,7352,14565,30288,6313,6590,800,1039,7975
27KJ      ,20902,4334,10013,1029,240,55,6425,604,1604,11821,3452,8159,1207,25,123,420,13,72,19275,4296,9818,19012,3772,5241,263,524,4577
27KK      ,21657,4746,9250,718,218,34,8242,789,1632,9799,3594,7080,1733,103,307,1165,42,197,18759,4601,8746,18294,3952,3747,465,649,4999
27KL      ,20771,4990,9299,776,268,36,6432,923,1493,11405,3683,7439,1509,81,209,649,35,122,18613,4874,8968,18199,4228,4130,414,646,4838
27KM      ,27117,5888,12528,1205,293,59,9815,887,2142,13309,4585,9851,1694,79,300,1094,44,176,24329,5765,12052,23574,4923,5578,755,842,6474
28KN      ,28275,5568,12471,1267,314,44,10812,880,2137,12333,4168,9546,1769,123,311,2094,83,433,24412,5362,11727,23777,4524,4502,635,838,7225
28KP      ,15901,2562,6196,754,141,29,3746,253,838,8853,2052,4794,1339,71,290,1209,45,245,13353,2446,5661,13130,2040,2602,223,406,3059
28KQ      ,18027,3515,7876,829,173,36,5168,425,994,10005,2826,6413,1138,51,235,887,40,198,16002,3424,7443,15571,2571,2366,431,853,5077
28KR      ,18810,3516,7374,791,193,35,4750,456,1007,9452,2636,5448,1930,136,455,1887,95,429,14993,3285,6490,14493,2652,2851,500,633,3639
28KS      ,17241,2699,6880,897,157,26,5038,319,1055,9200,2139,5317,1085,50,248,1021,34,234,15135,2615,6398,14853,2161,2782,282,454,3616
28KT      ,22584,5148,9623,996,229,45,5226,561,1090,14492,4243,8157,1102,66,189,768,49,142,20714,5033,9292,20125,3729,2770,589,1304,6522
28KU      ,12110,2055,4877,511,139,36,3869,302,805,5627,1527,3616,983,48,200,1120,39,220,10007,1968,4457,9789,1657,1928,218,311,2529
28KW      ,61296,15155,25839,3206,743,154,13464,1705,3066,40715,12504,21970,2651,126,342,1260,77,307,57385,14952,25190,55953,12296,8435,1432,2656,16755
28KX      ,14161,3203,6198,932,204,33,3068,342,808,9272,2601,5126,515,38,148,374,18,83,13272,3147,5967,13021,2578,2262,251,569,3705
29KY      ,15542,3406,6645,691,149,30,4291,493,984,8330,2610,5137,1431,103,276,799,51,218,13312,3252,6151,12931,2562,2486,381,690,3665
29KZ      ,10521,2207,4225,377,111,7,2709,292,573,4758,1618,2777,1576,114,409,1101,72,459,7844,2021,3357,7482,1579,1372,362,442,1985
30LC      ,22127,4318,9316,873,248,46,6517,650,1461,11117,3214,7179,2231,150,346,1389,56,284,18507,4112,8686,18015,3417,3865,492,695,4821
30LD      ,26564,6466,11758,981,324,61,8505,1040,1877,12892,4847,8901,2613,182,522,1573,73,397,22378,6211,10839,21583,5037,4658,795,1174,6181
30LE      ,21434,4476,9765,937,252,49,6909,679,1575,11508,3464,7806,1410,62,202,670,19,133,19354,4395,9430,19005,3801,4438,349,594,4992
30LF      ,26216,5031,10180,1249,195,45,7606,665,1505,14294,3966,7898,1774,118,401,1293,87,331,23149,4826,9448,22561,4064,4356,588,762,5092
30LG      ,25862,4512,10263,1345,240,57,8859,652,1758,13380,3517,8037,1608,72,253,670,31,158,23584,4409,9852,23255,3884,5130,329,525,4722
30LH      ,25695,5004,10244,1119,209,46,8089,683,1655,13745,3979,8026,1814,79,294,928,54,223,22953,4871,9727,22630,4190,4643,323,681,5084
30LJ      ,35549,6939,15282,1309,304,59,12906,1153,2618,16713,5277,11809,2905,145,475,1716,60,321,30928,6734,14486,30201,5696,6594,727,1038,7892
30LK      ,38327,6898,15652,1838,329,100,11465,907,2463,21569,5510,12446,2438,112,404,1017,40,239,34872,6746,15009,34447,5856,7987,425,890,7022
30LL      ,30802,5895,12833,942,234,35,12038,970,2259,12984,4415,9598,2762,182,551,2076,94,390,25964,5619,11892,25230,4707,5374,734,912,6518
30LM      ,20260,4498,8127,1150,172,27,6156,694,1308,9639,3403,6055,2028,145,392,1287,84,345,16945,4269,7390,16364,3433,3236,581,836,4154
30LN      ,28567,4870,11396,1057,183,51,8478,628,1723,15642,3904,9009,2145,102,307,1245,53,306,25177,4715,10783,24652,3954,5079,525,761,5704
30LP      ,25092,6126,11071,899,261,56,6842,934,1652,13056,4599,8219,2699,201,653,1596,131,491,20797,5794,9927,20014,4576,4362,783,1218,5565
30LQ      ,26783,4974,11639,977,235,42,9994,723,1824,12509,3848,9121,2041,114,385,1262,54,267,23480,4806,10987,22946,4095,4968,534,711,6019
30LR      ,24741,6158,10562,723,258,35,8774,1098,1707,10940,4509,7991,2731,201,496,1573,92,333,20437,5865,9733,19672,4733,4096,765,1132,5637
31LS      ,32645,7313,15803,1622,366,76,7700,839,2089,19724,5912,12464,2292,136,764,1307,60,410,29046,7117,14629,28337,6044,8062,709,1073,6567
31LT      ,33130,9240,16074,1463,433,58,7781,1351,2177,17407,6854,10848,4576,451,2068,1903,151,923,26651,8638,13083,25730,7161,6517,921,1477,6566
31LU      ,22752,4974,11630,1025,234,64,5386,546,1515,14017,4051,9194,1446,96,546,878,47,311,20428,4831,10773,19862,4120,6220,566,711,4553
31LW      ,24223,4374,11146,1057,215,58,7136,534,1701,13092,3480,8559,1734,95,481,1204,50,347,21285,4229,10318,20918,3674,5667,367,555,4651
31LX      ,17045,3904,7547,734,197,35,5961,554,1313,7391,2925,5429,1602,137,392,1357,91,378,14086,3676,6777,13609,3022,3369,477,654,3408
31LY      ,19814,4100,10235,953,156,58,4592,471,1255,11890,3316,8160,1529,112,482,850,45,280,17435,3943,9473,17013,3288,5378,422,655,4095
31LZ      ,27493,6379,12897,1111,310,62,7120,995,1870,14817,4781,9716,2758,193,702,1687,100,547,23048,6086,11648,22327,4846,4817,721,1240,6831
31MA      ,21487,4432,10285,1073,216,50,5025,459,1269,12573,3583,8108,1712,114,513,1104,60,345,18671,4258,9427,18113,3515,5119,558,743,4308
31MB      ,29410,7592,13800,1649,374,78,7045,978,1830,17437,6022,11055,2039,158,492,1240,60,345,26131,7374,12963,25494,6118,6291,637,1256,6672
31MC      ,13618,2679,6316,661,164,20,4259,431,1047,5846,1919,4550,1569,110,391,1283,55,308,10766,2514,5617,10425,2101,2724,341,413,2893
31MD      ,16254,3319,8292,619,135,40,4333,320,1135,9009,2747,6413,1483,87,445,810,30,259,13961,3202,7588,13582,2739,4457,379,463,3131
31ME      ,26328,5066,12684,1396,251,67,7400,686,1868,14673,3980,10053,1645,91,379,1214,58,317,23469,4917,11988,23049,4231,6073,420,686,5915
31MF      ,26093,5241,11831,1044,298,56,7741,739,2003,13294,4039,8976,2081,100,402,1933,65,394,22079,5076,11035,21698,4332,5498,381,744,5537
31MG      ,23605,5132,10915,1030,268,46,6525,679,1619,11564,3913,8103,2640,176,613,1846,96,534,19119,4860,9768,18550,4000,4652,569,860,5116
32MH      ,21976,3907,11165,1083,254,55,7133,546,1641,11058,3022,8929,1599,59,294,1103,26,246,19274,3822,10625,18876,3334,4890,398,488,5735
32MJ      ,37655,6826,18145,1819,281,93,11099,840,2414,20304,5488,14652,2666,145,591,1767,72,395,33222,6609,17159,32415,5631,8370,807,978,8789
32MK      ,17087,2944,7637,607,133,25,5776,423,1261,7551,2239,5706,1752,97,373,1401,52,272,13934,2795,6992,13595,2362,3227,339,433,3765
32ML      ,24591,4205,12082,969,181,51,7079,498,1532,13485,3363,9762,1846,102,437,1212,61,300,21533,4042,11345,21011,3535,6336,522,507,5009
32MM      ,66268,17714,31314,3086,1024,253,13814,2214,3260,42767,14126,26577,4541,266,825,2060,84,399,59667,17364,30090,57740,14801,16342,1927,2563,13748
32MN      ,11914,2124,4982,510,82,17,3157,287,724,6357,1666,3908,1073,51,185,817,38,148,10024,2035,4649,9763,1741,2168,261,294,2481
32MP      ,21997,3700,9004,944,142,51,6246,402,1191,12475,3047,7214,1411,69,311,921,40,237,19665,3591,8456,19382,3102,4106,283,489,4350
32MQ      ,14686,2947,7591,701,146,39,5146,425,1106,7195,2324,6130,908,31,165,736,21,151,13042,2895,7275,12738,2494,3162,304,401,4113
32MR      ,8789,1322,3435,279,56,12,2362,185,532,4858,1001,2638,681,44,147,609,36,106,7499,1242,3182,7316,992,1435,183,250,1747
33MS      ,13590,2648,5754,430,229,25,3273,380,762,7658,1944,4627,1232,52,185,997,43,155,11361,2553,5414,11032,2160,2495,329,393,2919
33MT      ,25554,4330,9779,838,238,55,6059,573,1348,12531,3206,7187,3518,170,651,2608,143,538,19428,4017,8590,18689,3266,3780,739,751,4810
33MU      ,17955,4372,7839,897,253,54,4343,571,1073,11032,3450,6362,1122,62,201,561,36,149,16272,4274,7489,15801,3513,3164,471,761,4325
33MW      ,22290,3485,8729,1391,236,55,6345,483,1293,11428,2640,6782,1786,68,311,1340,58,288,19164,3359,8130,18784,2898,3880,380,461,4250
33MX      ,16720,2634,7154,464,100,22,3553,249,782,8974,2161,5720,2188,82,358,1541,42,272,12991,2510,6524,12577,2130,3389,414,380,3135
33MY      ,25876,4266,11115,1061,212,51,7057,548,1595,14067,3325,8689,2088,117,426,1603,64,354,22185,4085,10335,21649,3430,4805,536,655,5530
33MZ      ,20797,3075,7709,854,136,39,5473,374,1102,11478,2419,5954,1561,78,332,1431,68,282,17805,2929,7095,17357,2422,3142,448,507,3953
34NA      ,24400,3932,10196,733,141,53,6209,451,1273,13360,3158,8146,2615,123,404,1483,59,320,20302,3750,9472,19766,3177,4630,536,573,4842
34NB      ,26574,4727,11978,1035,243,48,8509,647,1777,13003,3669,9458,2468,113,404,1559,55,291,22547,4559,11283,22028,3918,4630,519,641,6653
34NC      ,19380,3779,7754,753,158,30,4865,466,1013,10586,2991,5959,2013,101,425,1163,63,327,16204,3615,7002,15742,2949,2740,462,666,4262
34ND      ,19596,3621,7430,624,153,31,4543,423,979,10189,2798,5623,2576,131,428,1664,116,369,15356,3374,6633,14766,2719,2718,590,655,3915
34NE      ,29768,8217,12987,1318,453,82,6966,1248,1583,18158,6301,10864,2305,144,277,1021,71,181,26442,8002,12529,25745,6718,5116,697,1284,7413
34NF      ,25040,4373,10410,820,188,30,7200,533,1595,12256,3441,8061,2895,144,443,1869,67,281,20276,4162,9686,19694,3487,4002,582,675,5684
34NG      ,30412,5051,12449,964,283,56,7581,640,1614,16431,3897,9864,3291,134,542,2145,97,373,24976,4820,11534,24231,4014,5263,745,806,6271
35NH      ,10590,2628,5949,607,121,37,2400,224,840,6847,2259,4913,486,16,107,250,8,52,9854,2604,5790,9621,2249,3439,233,355,2351
35NJ      ,16249,2778,7222,582,141,19,5052,349,1167,8030,2114,5542,1519,118,268,1066,56,226,13664,2604,6728,13386,2262,3326,278,342,3402
35NK      ,16305,2698,7262,529,116,23,4549,336,916,8736,2157,5793,1585,59,325,906,30,205,13814,2609,6732,13426,2219,3175,388,390,3557
35NL      ,17558,3380,8579,700,195,42,5096,466,1267,9600,2635,6820,1384,46,282,778,38,168,15396,3296,8129,14961,2772,3814,435,524,4315
35NM      ,40646,9596,19267,1772,505,123,11330,1433,2774,23215,7444,15706,3005,142,426,1324,72,238,36317,9382,18603,35340,7918,8258,977,1464,10345
35NN      ,18423,3004,7797,662,124,27,6010,413,1266,8535,2336,5963,1946,78,330,1270,53,211,15207,2873,7256,14872,2455,3487,335,418,3769
35NP      ,16537,3008,7750,664,138,35,4459,357,1035,9387,2444,6307,1241,42,215,786,27,158,14510,2939,7377,14167,2450,3509,343,489,3868
36NQ      ,7354,1336,2625,342,74,10,1775,203,363,3883,978,2010,675,57,109,679,24,133,6000,1255,2383,5839,988,977,161,267,1406
36NR      ,6530,1434,2594,288,68,13,1345,158,270,3585,1128,2089,596,34,80,716,46,142,5218,1354,2372,5026,1072,862,192,282,1510
36NS      ,19626,3411,9573,840,145,53,5647,451,1423,12000,2772,7763,615,23,178,524,20,156,18487,3368,9239,18295,2989,5023,192,379,4216
36NT      ,13219,2125,5596,937,116,30,4851,353,1087,5697,1574,4134,641,45,168,1093,37,177,11485,2043,5251,11287,1768,2588,198,275,2663
36NU      ,13822,2737,5823,486,168,30,3940,428,1036,6658,2021,4261,1517,75,256,1221,45,240,11084,2617,5327,10816,2131,2338,268,486,2989
36NW      ,15433,3026,7157,742,190,48,3425,331,948,10449,2442,5922,463,36,128,354,27,111,14616,2963,6918,14436,2561,3333,180,402,3585
37NX      ,12210,2557,5529,634,91,40,2955,329,670,5621,1976,4130,1810,109,383,1190,52,306,9210,2396,4840,8930,1929,1965,280,467,2875
37NY      ,20359,3477,7963,855,206,41,5653,484,1314,9260,2573,5853,2420,140,400,2171,74,355,15768,3263,7208,15370,2702,3184,398,561,4024
37NZ      ,36832,7916,15583,2080,427,77,11885,1240,2461,16049,5854,11646,3852,265,802,2966,130,597,30014,7521,14184,29092,6170,5869,922,1351,8315
37PA      ,12830,1935,4075,583,83,25,3228,212,611,6684,1493,3003,1334,98,235,1001,49,201,10495,1788,3639,10351,1490,1725,144,298,1914
37PB      ,23709,4033,10021,1232,219,60,6264,542,1341,11904,3068,7830,2505,133,451,1804,71,339,19400,3829,9231,18879,3125,3332,521,704,5899
37PC      ,22640,5394,9265,1231,298,46,5466,754,1234,11313,3959,6689,2694,204,636,1936,179,660,18010,5011,7969,17388,3998,3215,622,1013,4754
37PD      ,21481,3423,8914,1176,149,51,6726,490,1377,10506,2660,6772,1510,69,377,1563,55,337,18408,3299,8200,18090,2795,3584,318,504,4616
37PE      ,24968,7002,11567,1776,429,120,6048,1032,1511,15034,5373,9438,1304,109,243,806,59,255,22858,6834,11069,22244,5464,3653,614,1370,7416
38PF      ,28031,5232,12512,1317,249,72,6576,536,1532,17869,4317,10306,1457,93,355,812,37,247,25762,5102,11910,25407,4455,5241,355,647,6669
38PG      ,26712,4433,11013,1416,283,90,7223,497,1561,15376,3508,8696,1455,80,377,1242,65,289,24015,4288,10347,23613,3636,4802,402,652,5545
38PH      ,28139,5236,13367,1266,224,70,9013,665,1892,15201,4215,10751,1650,72,371,1009,60,283,25480,5104,12713,25047,4433,6030,433,671,6683
38PJ      ,29177,5798,14117,1300,258,63,9261,967,2155,15375,4423,11207,1886,95,367,1355,55,325,25936,5648,13425,25420,4864,6063,516,784,7362
38PK      ,26096,4784,11500,1189,261,73,6818,565,1558,15935,3850,9296,1262,65,310,892,43,263,23942,4676,10927,23633,4083,4849,309,593,6078
38PL      ,27958,4730,11499,1389,273,62,8264,610,1628,15055,3708,9049,1726,78,416,1524,61,344,24708,4591,10739,24275,3886,4821,433,705,5918
38PM      ,63998,17385,29213,3152,867,166,14671,2375,3681,41189,13792,24330,3312,243,585,1674,108,451,59012,17034,28177,57427,14395,12588,1585,2639,15589
38PN      ,25642,4967,11357,1026,262,41,9740,825,1921,11442,3665,8661,1795,141,402,1639,74,332,22208,4752,10623,21726,4123,4937,482,629,5686
39PP      ,30672,5703,13190,1276,237,87,9318,850,2146,16229,4426,10280,2360,117,382,1489,73,295,26823,5513,12513,26251,4659,6163,572,854,6350
39PQ      ,23356,8349,10419,1010,556,52,5763,1702,1634,14238,5853,8246,1595,183,336,750,55,151,21011,8111,9932,19903,6744,4147,1108,1367,5785
39PR      ,35896,7031,15872,1351,291,58,12236,1169,2779,17116,5275,11962,3179,201,687,2014,95,386,30703,6735,14799,29855,5558,6670,848,1177,8129
39PS      ,29000,5180,12502,1136,229,38,10192,773,2146,14068,3996,9604,2112,126,433,1492,56,281,25396,4998,11788,24731,4179,5216,665,819,6572
39PT      ,22853,4188,9345,826,202,38,6796,576,1411,11554,3204,7221,2281,144,415,1396,62,260,19176,3982,8670,18733,3337,3869,443,645,4801
40PU      ,13960,2252,5319,1158,147,17,3940,273,803,6410,1698,4010,1337,84,265,1115,50,224,11508,2118,4830,11253,1749,2270,255,369,2560
40PW      ,13310,2288,4903,483,98,23,2872,274,646,6912,1764,3718,1668,94,287,1375,58,229,10267,2136,4387,9987,1752,1778,280,384,2609
40PX      ,7554,1690,3101,303,155,17,1681,239,482,3883,1231,2358,1022,47,136,665,18,108,5867,1625,2857,5673,1316,1246,194,309,1611
40PY      ,22448,4941,9744,1004,314,56,6297,780,1548,11788,3673,7558,1885,115,304,1474,59,278,19089,4767,9162,18614,3967,3905,475,800,5257
40PZ      ,8912,1598,3270,255,65,12,1733,157,376,4235,1217,2474,1601,113,229,1088,46,179,6223,1439,2862,6009,1162,1143,214,277,1719
40QA      ,29654,5322,12876,1287,265,63,7339,567,1828,18181,4362,10391,1703,83,341,1144,45,253,26807,5194,12282,26381,4372,6423,426,822,5859
41QB      ,22781,4340,9261,776,183,40,5713,551,1265,11647,3374,7046,2809,160,529,1836,72,381,18136,4108,8351,17683,3389,3798,453,719,4553
41QC      ,22699,4244,9012,868,177,27,5683,492,1181,11999,3344,6933,2608,162,476,1541,69,395,18550,4013,8141,18124,3246,3454,426,767,4687
41QD      ,22241,5006,9886,751,241,47,6264,780,1488,11647,3749,7654,2279,160,418,1300,76,279,18662,4770,9189,18127,3938,3824,535,832,5365
41QE      ,6671,1441,2582,194,63,10,1372,189,343,3086,1028,1727,1242,116,260,777,45,242,4652,1280,2080,4434,970,826,218,310,1254
41QF      ,35019,6356,14001,1321,288,52,8888,770,1858,18644,4986,10889,3801,231,704,2365,81,498,28853,6044,12799,28038,4935,5388,815,1109,7411
42QG      ,22661,3706,10069,937,195,53,6003,381,1394,13585,3053,8190,1428,46,251,708,31,181,20525,3629,9637,20255,3185,5218,270,444,4419
42QH      ,25518,4973,10631,1208,256,52,6488,582,1470,14884,3990,8501,1740,91,325,1198,54,283,22580,4828,10023,22165,4082,4517,415,746,5506
42QJ      ,24360,3796,10915,924,217,41,8300,530,1822,11907,2884,8343,1703,64,381,1526,101,328,21131,3631,10206,20786,3128,4979,345,503,5227
42QK      ,30774,6208,14887,1414,315,88,7862,738,1916,18238,4975,12187,1895,113,375,1365,67,321,27514,6028,14191,26942,5212,7199,572,816,6992
42QL      ,27125,4360,12317,1008,264,57,8938,547,2082,13283,3404,9433,2073,81,383,1823,64,362,23229,4215,11572,22841,3608,5939,388,607,5633
42QM      ,31913,5925,14935,1245,360,112,10599,792,2399,16193,4563,11641,2094,124,394,1782,86,389,28037,5715,14152,27439,4794,7134,598,921,7018
42QN      ,26142,4499,12118,1001,285,55,6822,502,1687,13747,3497,9489,2993,137,524,1579,78,363,21570,4284,11231,21183,3710,6090,387,574,5141
42QP      ,63815,13401,31358,2814,755,196,12430,1333,3266,43542,11042,26706,3420,188,738,1609,83,452,58786,13130,30168,57603,11350,17243,1183,1780,12925
42QQ      ,16890,2271,7638,583,115,49,4426,300,1145,10567,1795,6176,915,34,165,399,27,103,15576,2210,7370,15365,1858,4055,211,352,3315
43QR      ,19275,3256,8284,659,109,26,5777,419,1132,9440,2555,6488,2062,101,366,1337,72,272,15876,3083,7646,15418,2566,3172,458,517,4474
43QS      ,15225,2306,5526,997,150,48,4934,332,853,7417,1746,4331,1199,53,171,678,25,123,13348,2228,5232,13027,1877,2728,321,351,2504
43QT      ,31703,6953,13425,1468,423,99,8608,894,1727,18917,5513,11173,1880,84,243,830,39,183,28993,6830,12999,28255,5809,5039,738,1021,7960
43QU      ,19508,2975,7401,666,113,16,4994,366,1016,10128,2340,5743,2207,94,363,1513,62,263,15788,2819,6775,15348,2349,2739,440,470,4036
43QW      ,23265,4243,10388,884,226,60,6796,593,1407,12465,3274,8339,1930,103,353,1190,47,229,20145,4093,9806,19569,3444,4072,576,649,5734
43QX      ,25191,4555,9366,1040,220,48,8159,615,1408,12090,3450,7055,2218,165,484,1684,105,371,21289,4285,8511,20637,3484,3415,652,801,5096
43QY      ,24578,4371,9705,1084,177,24,6099,515,1172,14054,3520,7860,2066,104,387,1275,55,262,21237,4212,9056,20644,3479,3463,593,733,5593
44QZ      ,31397,7322,12654,908,264,43,13716,1455,2601,11505,5274,8936,2926,242,655,2342,87,419,26129,6993,11580,25262,5850,5493,867,1143,6087
44RA      ,18236,4452,8080,614,294,55,7932,977,1618,7290,3020,5952,1441,120,301,959,41,154,15836,4291,7625,15350,3711,3567,486,580,4058
44RB      ,33460,8151,13942,1120,415,52,13010,1540,2518,14568,5879,10524,2974,212,555,1788,105,293,28698,7834,13094,27817,6624,5769,881,1210,7325
44RC      ,21263,4878,8706,695,201,19,8614,886,1544,8338,3568,6470,2078,158,403,1538,65,270,17647,4655,8033,17020,3909,3311,627,746,4722
44RD      ,31963,7683,13928,1007,345,46,12977,1457,2596,13632,5628,10452,2569,168,489,1778,85,345,27616,7430,13094,26783,6332,5947,833,1098,7147
44RE      ,20520,4881,8907,808,259,35,7295,910,1622,9596,3567,6759,1847,104,309,974,41,182,17699,4736,8416,17228,4086,3945,471,650,4471
44RF      ,27856,6708,12394,1059,289,42,10185,1175,2247,13378,5095,9566,2131,111,347,1103,38,192,24622,6559,11855,24071,5743,5833,551,816,6022
44RG      ,22190,4311,9267,797,207,29,10007,742,1799,8564,3217,6869,1739,94,359,1083,51,211,19368,4166,8697,19008,3647,4171,360,519,4526
44RH      ,21289,4779,8898,671,210,36,8731,932,1738,8395,3422,6429,1924,143,380,1568,72,315,17797,4564,8203,17248,3842,3700,549,722,4503
44RJ      ,28878,6474,11911,919,255,28,11437,1051,2086,11709,4827,8808,2859,250,606,1954,91,383,24065,6133,10922,23200,4951,4282,865,1182,6640
44RK      ,23337,4751,9798,758,204,29,9978,908,1868,9743,3501,7422,1818,95,327,1040,43,152,20479,4613,9319,20006,3969,4614,473,644,4705
45RL      ,16372,2755,6893,634,149,30,4269,325,1087,9402,2183,5338,1107,62,219,960,36,219,14305,2657,6455,14066,2318,3381,239,339,3074
45RM      ,29547,5191,13519,1511,294,85,6877,609,1831,18908,4183,11049,1353,64,328,898,41,226,27296,5086,12965,26898,4399,6588,398,687,6377
