zoneid,81sas020050,81sas020051,81sas020052,81sas020053,81sas020054,81sas020055,81sas020056,81sas020057,81sas020058,81sas020059,81sas020060,81sas020061,81sas020062,81sas020063,81sas020064,81sas020065,81sas020066,81sas020067,81sas020068,81sas020069,81sas020070,81sas020071,81sas020072,81sas020073,81sas020074,81sas020075,81sas020076,81sas020077,81sas020078,81sas020079,81sas020080,81sas020081,81sas020082,81sas020083,81sas020084,81sas020085,81sas020086,81sas020087,81sas020088,81sas020089,81sas020090,81sas020091,81sas020092,81sas020093,81sas020094,81sas020095,81sas020096,81sas020097,81sas020098,81sas020099,81sas020100,81sas020101,81sas020102,81sas020103,81sas020104,81sas020105,81sas020106,81sas020107,81sas020108,81sas020109,81sas020110,81sas020111,81sas020112,81sas020113,81sas020114,81sas020115,81sas020116,81sas020117,81sas020118,81sas020119,81sas020120,81sas020121,81sas020122,81sas020123,81sas020124,81sas020125,81sas020126,81sas020127,81sas020128,81sas020129,81sas020130,81sas020131,81sas020132,81sas020133,81sas020134,81sas020135,81sas020136,81sas020137,81sas020138,81sas020139,81sas020140,81sas020141,81sas020142,81sas020143,81sas020144,81sas020145,81sas020146,81sas020147,81sas020148,81sas020149,81sas020150,81sas020151,81sas020152,81sas020153,81sas020154,81sas020155,81sas020156,81sas020157,81sas020158,81sas020159,81sas020160,81sas020161,81sas020162,81sas020163,81sas020164,81sas020165,81sas020166,81sas020167,81sas020168,81sas020169,81sas020170,81sas020171,81sas020172,81sas020173,81sas020174,81sas020175,81sas020176,81sas020177,81sas020178,81sas020179,81sas020180,81sas020181,81sas020182,81sas020183,81sas020184,81sas020185,81sas020186,81sas020187,81sas020188,81sas020189,81sas020190,81sas020191,81sas020192,81sas020193,81sas020194,81sas020195,81sas020196,81sas020197,81sas020198,81sas020199,81sas020200,81sas020201,81sas020202,81sas020203,81sas020204,81sas020205,81sas020206,81sas020207,81sas020208,81sas020209
27        ,950760,468590,224828,243762,482170,237729,244441,57180,29414,29414,0,27766,27766,0,63680,32678,32678,0,31002,31002,0,76426,39133,39133,0,37293,37293,0,16605,8492,8492,0,8113,8113,0,64974,33176,32900,276,31798,30579,1219,68901,35979,29205,6774,32922,19641,13281,63532,32163,12673,19490,31369,7327,24042,75013,37333,7570,29763,37680,5247,32433,64428,32222,4565,27657,32206,3951,28255,57695,28657,3570,25087,29038,3552,25486,57858,28881,3270,25611,28977,3656,25321,59289,29575,3342,26233,29714,4530,25184,58193,29052,3377,25675,29141,5645,23496,47702,23457,2967,20490,24245,6711,17534,42098,19838,3216,16622,22260,8951,13309,33079,14326,3085,11241,18753,10141,8612,22838,8547,2542,6005,14291,10053,4238,12724,3765,1662,2103,8959,7405,1554,8545,1902,1167,735,6643,6166,477,42354,0,0,0,0,0,0,0,0,18,8,28,73,346,2302,14694,12005,7629,3480,1771
28        ,843282,412964,201970,210994,430318,218664,211654,50967,26177,26177,0,24790,24790,0,59458,30469,30469,0,28989,28989,0,70579,36098,36098,0,34481,34481,0,14768,7541,7541,0,7227,7227,0,57583,29284,28918,366,28299,26767,1532,60478,30835,22417,8418,29643,15429,14214,55350,27937,9317,18620,27413,5778,21635,63099,31889,6321,25568,31210,4284,26926,51047,25786,3988,21798,25261,3229,22032,48585,24416,3527,20889,24169,3031,21138,47866,24162,3392,20770,23704,3373,20331,48705,24283,3657,20626,24422,4162,20260,49901,24470,3800,20670,25431,5782,19649,43296,20670,3182,17488,22626,6963,15663,41857,19123,3779,15344,22734,9682,13052,34647,14780,3466,11314,19867,11061,8806,23907,9021,2882,6139,14886,10438,4448,13208,4059,1818,2241,9149,7607,1542,7981,1964,1221,743,6017,5591,426,46109,0,0,0,0,0,0,0,0,17,21,24,107,636,2926,15478,12981,8269,3796,1854
29        ,114879,54333,24639,29694,60546,30770,29776,5630,2928,2928,0,2702,2702,0,6851,3501,3501,0,3350,3350,0,8501,4362,4362,0,4139,4139,0,1898,993,993,0,905,905,0,6519,3227,3200,27,3292,3141,151,6382,3368,2605,763,3014,1642,1372,6106,3057,1214,1843,3049,720,2329,7590,3769,868,2901,3821,600,3221,7175,3555,615,2940,3620,500,3120,6064,3072,445,2627,2992,456,2536,5904,2893,370,2523,3011,512,2499,6235,2930,416,2514,3305,688,2617,6994,3148,423,2725,3846,912,2934,7442,3203,401,2802,4239,1346,2893,8041,3570,493,3077,4471,1833,2638,7476,3256,643,2613,4220,2258,1962,5307,2082,517,1565,3225,2179,1046,2922,950,359,591,1972,1620,352,1842,469,286,183,1373,1267,106,9894,0,0,0,0,0,0,0,0,8,4,9,27,87,548,2986,2937,1944,895,449
30        ,1448393,702101,333871,368230,746292,375405,370887,89181,45854,45854,0,43327,43327,0,98903,50834,50834,0,48069,48069,0,116260,59788,59788,0,56472,56472,0,24531,12546,12546,0,11985,11985,0,93683,48655,48126,529,45028,42618,2410,97257,49350,36649,12701,47907,24483,23424,94000,47010,15683,31327,46990,9470,37520,113192,56302,10184,46118,56890,7506,49384,95787,47839,6670,41169,47948,5853,42095,83815,42097,5247,36850,41718,5362,36356,78962,39613,4970,34643,39349,5859,33490,80005,39175,5040,34135,40830,7440,33390,80997,38474,5233,33241,42523,9852,32671,74991,35049,4882,30167,39942,12270,27672,72679,32859,5473,27386,39820,16638,23182,63277,26683,5768,20915,36594,20416,16178,46619,17474,5135,12339,29145,20364,8781,26778,8260,3372,4888,18518,15229,3289,17476,4239,2417,1822,13237,12192,1045,82510,0,0,0,0,0,0,0,0,102,90,82,205,721,4745,25573,23323,15975,7725,3969
31        ,1362801,656227,318082,338145,706574,366846,339728,81467,41778,41778,0,39689,39689,0,91542,46861,46861,0,44681,44681,0,109009,55724,55724,0,53285,53285,0,22424,11437,11437,0,10987,10987,0,88234,44756,44047,709,43478,40876,2602,93643,47137,34481,12656,46506,24534,21972,84737,42930,14775,28155,41807,9148,32659,98533,49541,10156,39385,48992,7246,41746,84236,42603,7020,35583,41633,5761,35872,76778,38811,5984,32827,37967,5533,32434,73925,37078,5371,31707,36847,5687,31160,77006,38043,5621,32422,38963,7365,31598,82072,39606,6012,33594,42466,10237,32229,71231,32882,5165,27717,38349,12556,25793,73148,32313,6259,26054,40835,18109,22726,66021,26998,6367,20631,39023,22350,16673,46796,16587,5416,11171,30209,21796,8413,26913,7672,3435,4237,19241,16193,3048,15086,3470,2173,1297,11616,10813,803,81281,0,0,0,0,0,0,0,0,41,57,80,215,669,4823,25880,23718,15330,7203,3265
32        ,835647,411439,198727,212712,424208,210647,213561,54221,27895,27895,0,26326,26326,0,58223,29554,29554,0,28669,28669,0,69061,35405,35405,0,33656,33656,0,14007,7109,7109,0,6898,6898,0,55831,28430,28085,345,27401,25675,1726,62433,31555,23525,8030,30878,15787,15091,59266,29902,9931,19971,29364,5998,23366,66162,33499,6304,27195,32663,4134,28529,55129,27936,4043,23893,27193,3144,24049,48108,24523,3213,21310,23585,2858,20727,45967,23363,2968,20395,22604,3035,19569,46819,23488,3127,20361,23331,3658,19673,47455,23730,3253,20477,23725,4876,18849,39457,19109,2668,16441,20348,5739,14609,37683,17312,2927,14385,20371,8141,12230,31986,13790,3044,10746,18196,9716,8480,22980,8889,2725,6164,14091,9599,4492,12998,4091,1838,2253,8907,7220,1687,7861,1859,1113,746,6002,5518,484,41580,0,0,0,0,0,0,0,0,16,16,21,90,313,2401,13330,11770,8078,3809,1736
33        ,542944,268124,126080,142044,274820,132256,142564,31949,16335,16335,0,15614,15614,0,36877,18964,18964,0,17913,17913,0,43284,22187,22187,0,21097,21097,0,9042,4568,4568,0,4474,4474,0,35393,18560,18328,232,16833,15775,1058,36807,19108,13946,5162,17699,8486,9213,34413,17382,5526,11856,17031,3029,14002,41037,20466,3523,16943,20571,2322,18249,36795,18598,2670,15928,18197,1916,16281,31630,16231,2101,14130,15399,1707,13692,29641,15074,2029,13045,14567,1855,12712,30711,15343,2129,13214,15368,2366,13002,31936,15694,2287,13407,16242,3448,12794,29570,14010,2164,11846,15560,4385,11175,28668,13529,2378,11151,15139,5853,9286,23983,10716,2413,8303,13267,6888,6379,16242,6696,2131,4565,9546,6373,3173,9148,3070,1405,1665,6078,4897,1181,5818,1593,996,597,4225,3858,367,32676,0,0,0,0,0,0,0,0,11,16,34,65,287,1768,10696,9348,6110,2864,1477
34        ,685232,334231,153812,180419,351001,169390,181611,38936,19959,19959,0,18977,18977,0,45291,23297,23297,0,21994,21994,0,52167,26830,26830,0,25337,25337,0,10863,5601,5601,0,5262,5262,0,41243,21115,20882,233,20128,18965,1163,43942,22305,16432,5873,21637,10746,10891,42565,20915,7281,13634,21650,4429,17221,51389,25416,4958,20458,25973,3518,22455,44876,22736,3316,19420,22140,2831,19309,39262,19949,2670,17279,19313,2459,16854,37390,18924,2592,16332,18466,2568,15898,38834,19182,2615,16567,19652,3250,16402,40544,19517,2709,16808,21027,4299,16728,37945,17873,2414,15459,20072,5473,14599,39586,18432,2984,15448,21154,7783,13371,34654,15604,3208,12396,19050,9513,9537,24064,9841,2822,7019,14223,9342,4881,13339,4593,1924,2669,8746,6977,1769,8342,2142,1318,824,6200,5667,533,47472,0,0,0,0,0,0,0,0,20,18,26,91,387,2517,15005,13932,9157,4308,2011
35        ,524967,258149,124029,134120,266818,131889,134929,35027,17905,17905,0,17122,17122,0,38662,19856,19856,0,18806,18806,0,44493,22785,22785,0,21708,21708,0,9144,4712,4712,0,4432,4432,0,34389,17630,17407,223,16759,15651,1108,36401,18252,13004,5248,18149,8735,9414,36496,17808,5447,12361,18688,3506,15182,43736,21837,3728,18109,21899,2747,19152,36707,18625,2465,16160,18082,2164,15918,29670,15277,1893,13384,14393,1799,12594,27263,13885,1712,12173,13378,1847,11531,27626,13783,1807,11976,13843,2245,11598,28461,14016,1916,12100,14445,2945,11500,25063,12125,1709,10416,12938,3517,9421,23886,11229,1919,9310,12657,4877,7780,20070,8772,1985,6787,11298,5863,5435,14334,5666,1806,3860,8668,5864,2804,8452,2689,1167,1522,5763,4620,1143,5087,1297,806,491,3790,3441,349,27175,0,0,0,0,0,0,0,0,13,22,14,47,177,1326,8887,7684,5223,2548,1234
36        ,295451,144597,68274,76323,150854,74210,76644,18000,9206,9206,0,8794,8794,0,19993,10276,10276,0,9717,9717,0,22534,11518,11518,0,11016,11016,0,4687,2354,2354,0,2333,2333,0,18969,9808,9681,127,9161,8626,535,19937,10025,6946,3079,9912,4663,5249,19632,9924,2865,7059,9708,1788,7920,22809,11393,1937,9456,11416,1283,10133,18810,9589,1351,8238,9221,1024,8197,17058,8457,1173,7284,8601,970,7631,16613,8363,1184,7179,8250,1137,7113,17206,8493,1321,7172,8713,1464,7249,18248,8996,1542,7454,9252,2169,7083,15861,7623,1397,6226,8238,2670,5568,15363,7159,1568,5591,8204,3616,4588,12956,5629,1468,4161,7327,4091,3236,9160,3461,1222,2239,5699,4192,1507,4982,1634,795,839,3348,2837,511,2633,689,470,219,1944,1820,124,18230,0,0,0,0,0,0,0,0,6,11,15,35,220,1778,5802,5015,3164,1525,659
37        ,653456,317203,150467,166736,336253,168685,167568,35406,18018,18018,0,17388,17388,0,41208,21160,21160,0,20048,20048,0,50690,25877,25877,0,24813,24813,0,10814,5563,5563,0,5251,5251,0,43517,23194,22963,231,20323,19350,973,44139,22935,17590,5345,21204,11719,9485,39730,20033,7300,12733,19697,4379,15318,48626,24306,4848,19458,24320,3228,21092,42256,21094,3087,18007,21162,2539,18623,38525,19297,2461,16836,19228,2434,16794,36511,18216,2301,15915,18295,2621,15674,37598,18367,2631,15736,19231,3465,15766,38536,18603,2562,16041,19933,4672,15261,35025,16438,2498,13940,18587,5763,12824,35413,15806,2870,12936,19607,8269,11338,31623,13478,3099,10379,18145,10015,8130,22932,8700,2615,6085,14232,9938,4294,12752,4050,1735,2315,8702,7167,1535,8155,2068,1289,779,6087,5626,461,40633,0,0,0,0,0,0,0,0,19,9,27,96,361,2409,12308,11725,7951,3776,1952
38        ,976748,480351,232689,247662,496397,247764,248633,57876,29516,29516,0,28360,28360,0,66287,34064,34064,0,32223,32223,0,81447,41625,41625,0,39822,39822,0,16873,8694,8694,0,8179,8179,0,66406,33600,33051,549,32806,30729,2077,72290,36692,26335,10357,35598,18472,17126,65465,32962,11362,21600,32503,7297,25206,73503,37434,7616,29818,36069,4996,31073,63308,31894,5152,26742,31414,3950,27464,56477,28488,4289,24199,27989,3599,24390,54993,27684,3995,23689,27309,3836,23473,57130,28712,4269,24443,28418,4392,24026,59227,29726,4385,25341,29501,6081,23420,50027,24372,3774,20598,25655,7324,18331,46428,21450,4000,17450,24978,10128,14850,38818,16731,3975,12756,22087,12261,9826,26709,10058,3186,6872,16651,11570,5081,14640,4550,2087,2463,10090,8317,1773,8844,2099,1314,785,6745,6228,517,54669,0,0,0,0,0,0,0,0,14,25,34,144,535,5486,17919,14919,9347,4290,1956
39        ,507230,251093,123955,127138,256137,128735,127402,31718,16362,16362,0,15356,15356,0,34046,17421,17421,0,16625,16625,0,40529,20731,20731,0,19798,19798,0,8848,4555,4555,0,4293,4293,0,34907,18074,17854,220,16833,15963,870,39743,20742,16049,4693,19001,10634,8367,36392,18454,7224,11230,17938,4268,13670,40659,20592,4291,16301,20067,2923,17144,34868,17392,2687,14705,17476,2208,15268,30686,15620,2044,13576,15066,1917,13149,28283,14448,1994,12454,13835,1948,11887,27711,13927,1899,12028,13784,2342,11442,27419,13455,1926,11529,13964,3060,10904,23608,11347,1748,9599,12261,3658,8603,22423,10421,1847,8574,12002,4904,7098,19343,8558,1898,6660,10785,5674,5111,13504,5399,1666,3733,8105,5427,2678,7420,2379,1013,1366,5041,4140,901,5123,1216,746,470,3907,3597,310,24271,0,0,0,0,0,0,0,0,10,13,26,62,213,1184,7624,7076,4746,2193,1124
40        ,370355,182462,89357,93105,187893,94596,93297,22985,11782,11782,0,11203,11203,0,26980,13868,13868,0,13112,13112,0,31906,16440,16440,0,15466,15466,0,6609,3350,3350,0,3259,3259,0,25153,13150,12958,192,12003,11274,729,25078,12706,9335,3371,12372,6259,6113,23826,11971,3956,8015,11855,2412,9443,28664,14216,2678,11538,14448,1774,12674,25935,13045,1919,11126,12890,1518,11372,22752,11661,1587,10074,11091,1355,9736,20302,10382,1394,8988,9920,1380,8540,20452,10344,1588,8756,10108,1768,8340,20310,9891,1531,8360,10419,2369,8050,17719,8217,1217,7000,9502,2864,6638,17558,8230,1506,6724,9328,3943,5385,14651,6453,1501,4952,8198,4569,3629,10393,4033,1366,2667,6360,4508,1852,5683,1870,850,1020,3813,3193,620,3399,853,531,322,2546,2370,176,19702,0,0,0,0,0,0,0,0,7,13,20,55,166,1100,6506,5641,3654,1750,790
41        ,417457,202807,94435,108372,214650,105739,108911,23741,12166,12166,0,11575,11575,0,27625,14229,14229,0,13396,13396,0,32567,16827,16827,0,15740,15740,0,6753,3468,3468,0,3285,3285,0,25996,13538,13392,146,12458,11769,689,26216,13340,9981,3359,12876,6497,6379,25884,12882,4441,8441,13002,2572,10430,31390,15751,2949,12802,15639,2063,13576,26869,13550,1982,11568,13319,1661,11658,23039,11516,1528,9988,11523,1550,9973,22416,11221,1542,9679,11195,1581,9614,23618,11725,1569,10156,11893,2047,9846,25051,11744,1603,10141,13307,2977,10330,22870,10627,1447,9180,12243,3563,8680,23822,10900,1676,9224,12922,5056,7866,20689,8991,1795,7196,11698,6195,5503,14819,6025,1794,4231,8794,5860,2934,8506,2866,1184,1682,5640,4547,1093,5586,1441,862,579,4145,3805,340,28091,0,0,0,0,0,0,0,0,19,14,20,77,270,1552,8659,7897,5552,2690,1341
42        ,1005641,497343,233918,263425,508298,244569,263729,62522,32082,32082,0,30440,30440,0,70683,36453,36453,0,34230,34230,0,84488,43578,43578,0,40910,40910,0,16915,8745,8745,0,8170,8170,0,65166,33262,32725,537,31904,29852,2052,72516,36465,25007,11458,36051,16611,19440,70544,35588,10505,25083,34956,6163,28793,80987,40914,6879,34035,40073,4476,35597,70699,35999,4790,31209,34700,3592,31108,61199,31504,3930,27574,29695,3241,26454,56686,28709,3649,25060,27977,3440,24537,58564,29524,3863,25661,29040,4376,24664,58931,29525,4224,25301,29406,6196,23210,49341,23727,3643,20084,25614,7520,18094,44726,20496,3779,16717,24230,10107,14123,36413,15482,3742,11740,20931,11690,9241,24970,9430,3208,6222,15540,11038,4502,13005,4038,1940,2098,8967,7469,1498,7286,1822,1176,646,5464,5048,416,48691,0,0,0,0,0,0,0,0,25,28,36,97,452,3720,16721,13617,8580,3737,1678
43        ,590133,290344,136643,153701,299789,145847,153942,36691,18817,18817,0,17874,17874,0,40954,20945,20945,0,20009,20009,0,46507,23818,23818,0,22689,22689,0,9527,4748,4748,0,4779,4779,0,36311,18888,18640,248,17423,16327,1096,39898,20987,15449,5538,18911,8758,10153,38473,19298,6270,13028,19175,3362,15813,46002,23245,4079,19166,22757,2648,20109,39081,20022,2835,17187,19059,2137,16922,33205,17059,2243,14816,16146,1916,14230,31068,15751,2178,13573,15317,2019,13298,32067,15997,2344,13653,16070,2561,13509,32983,16013,2292,13721,16970,3541,13429,31365,14740,2070,12670,16625,4686,11939,31544,14637,2457,12180,16907,6401,10506,27270,11975,2522,9453,15295,7867,7428,19419,7946,2361,5585,11473,7765,3708,10630,3574,1479,2095,7056,5682,1374,7138,1884,1096,788,5254,4826,428,36968,0,0,0,0,0,0,0,0,14,14,31,74,252,2061,11579,10507,7311,3354,1771
44        ,992489,481224,228707,252517,511265,257106,254159,54324,27917,27917,0,26407,26407,0,62702,31966,31966,0,30736,30736,0,74571,37899,37899,0,36672,36672,0,16572,8577,8577,0,7995,7995,0,65990,33652,33456,196,32338,31350,988,66446,34535,29499,5036,31911,21341,10570,59690,29817,13303,16514,29873,8010,21863,75033,36938,8218,28720,38095,5690,32405,67542,33499,5101,28398,34043,4388,29655,61287,30299,4102,26197,30988,4162,26826,60981,30207,3709,26498,30774,4454,26320,62441,30813,3707,27106,31628,5413,26215,62409,30515,3764,26751,31894,7034,24860,52740,25299,3292,22007,27441,8089,19352,49676,22618,3691,18927,27058,11344,15714,41845,17853,3610,14243,23992,13017,10975,29683,11105,3189,7916,18578,12965,5613,16651,5024,2119,2905,11627,9523,2104,11906,2691,1588,1103,9215,8516,699,51060,0,0,0,0,0,0,0,0,54,68,71,179,736,3407,15486,14301,9705,4574,2479
45        ,469801,231925,111020,120905,237876,116632,121244,27762,14173,14173,0,13589,13589,0,32923,16907,16907,0,16016,16016,0,39809,20287,20287,0,19522,19522,0,8322,4250,4250,0,4072,4072,0,31306,15865,15659,206,15441,14587,854,32067,16546,12626,3920,15521,8283,7238,31011,15531,5438,10093,15480,3225,12255,36421,18119,3454,14665,18302,2377,15925,34088,17273,2453,14820,16815,1929,14886,28935,14779,1906,12873,14156,1603,12553,26407,13366,1669,11697,13041,1721,11320,27397,13876,1890,11986,13521,2027,11494,27766,13800,1906,11894,13966,2759,11207,23904,11602,1636,9966,12302,3458,8844,21405,10104,1819,8285,11301,4531,6770,17412,7563,1714,5849,9849,5253,4596,12038,4782,1582,3200,7256,4977,2279,6614,2076,973,1103,4538,3743,795,4214,1026,678,348,3188,2960,228,23533,0,0,0,0,0,0,0,0,9,9,22,50,165,1513,7944,6573,4359,1934,955
46        ,650124,305478,138269,167209,344646,176025,168621,35958,18312,18312,0,17646,17646,0,39001,19906,19906,0,19095,19095,0,46282,23720,23720,0,22562,22562,0,9809,4968,4968,0,4841,4841,0,38132,19415,19274,141,18717,18011,706,40448,20413,16017,4396,20035,11222,8813,38541,19077,6838,12239,19464,4474,14990,46724,22993,4433,18560,23731,3364,20367,40883,20330,2945,17385,20553,2782,17771,34898,17317,2207,15110,17581,2493,15088,34565,16900,2106,14794,17665,2796,14869,36790,17602,2133,15469,19188,3675,15513,38492,17894,2135,15759,20598,5134,15464,36105,16043,2018,14025,20062,6510,13552,39012,16925,2426,14499,22087,9261,12826,36986,15213,2735,12478,21773,11863,9910,28516,10357,2681,7676,18159,12469,5690,17250,5268,1911,3357,11982,9694,2288,11732,2825,1504,1321,8907,8133,774,45531,0,0,0,0,0,0,0,0,25,13,39,133,419,2544,12575,12894,9350,4920,2619
47        ,512635,252696,120844,131852,259939,127725,132214,31740,16244,16244,0,15496,15496,0,36376,18662,18662,0,17714,17714,0,41684,21230,21230,0,20454,20454,0,8827,4523,4523,0,4304,4304,0,34848,18031,17807,224,16817,15613,1204,38092,19897,14259,5638,18195,8552,9643,34967,17618,5784,11834,17349,3257,14092,39581,19888,3488,16400,19693,2413,17280,34147,17306,2386,14920,16841,1939,14902,29675,15024,1964,13060,14651,1766,12885,28043,14299,1720,12579,13744,1867,11877,28343,14048,1809,12239,14295,2324,11971,28989,14097,1962,12135,14892,3153,11739,25116,11893,1609,10284,13223,3791,9432,23929,11201,1898,9303,12728,5150,7578,20358,8870,1913,6957,11488,6074,5414,14404,5763,1632,4131,8641,5881,2760,8346,2775,1165,1610,5571,4441,1130,5170,1327,789,538,3843,3536,307,27676,0,0,0,0,0,0,0,0,7,10,16,55,202,1526,8907,7792,5319,2591,1251
48        ,385581,186071,89434,96637,199510,102431,97079,23250,12035,12035,0,11215,11215,0,26728,13840,13840,0,12888,12888,0,32124,16421,16421,0,15703,15703,0,6424,3338,3338,0,3086,3086,0,24710,12682,12534,148,12028,11399,629,24770,12548,9130,3418,12222,6367,5855,24001,11812,3840,7972,12189,2539,9650,28966,14484,2603,11881,14482,1935,12547,24612,12237,1700,10537,12375,1578,10797,21883,11015,1490,9525,10868,1402,9466,19998,10092,1427,8665,9906,1462,8444,21218,10430,1557,8873,10788,1975,8813,21812,10374,1657,8717,11438,2793,8645,20640,9280,1422,7858,11360,3793,7567,21348,9555,1680,7875,11793,5166,6627,18198,7608,1654,5954,10590,6041,4549,13154,4924,1488,3436,8230,5824,2406,7400,2359,981,1378,5041,4179,862,4345,1037,637,400,3308,3086,222,24244,0,0,0,0,0,0,0,0,9,10,18,51,293,1515,7884,6782,4543,2183,956
49        ,323040,156837,75624,81213,166203,84649,81554,18815,9482,9482,0,9333,9333,0,20716,10722,10722,0,9994,9994,0,24488,12356,12356,0,12132,12132,0,5147,2615,2615,0,2532,2532,0,19960,10053,9878,175,9907,9180,727,20884,10835,8072,2763,10049,5108,4941,19562,10001,3713,6288,9561,2066,7495,22491,11303,2375,8928,11188,1473,9715,20246,10117,1687,8430,10129,1216,8913,18453,9428,1531,7897,9025,1213,7812,18141,9143,1535,7608,8998,1328,7670,19496,9671,1682,7989,9825,1821,8004,21033,10299,1892,8407,10734,2645,8089,19790,9310,1679,7631,10480,3602,6878,18489,8407,1812,6595,10082,4691,5391,15462,6473,1756,4717,8989,5490,3499,10540,3920,1365,2555,6620,4958,1662,5883,1836,901,935,4047,3474,573,3444,866,571,295,2578,2393,185,20597,0,0,0,0,0,0,0,0,10,11,15,90,309,1778,6614,5709,3573,1694,794
50        ,436500,214186,104094,110092,222314,111979,110335,26370,13548,13548,0,12822,12822,0,29491,15248,15248,0,14243,14243,0,36319,18506,18506,0,17813,17813,0,7867,4016,4016,0,3851,3851,0,29547,14974,14746,228,14573,13575,998,30670,15678,11077,4601,14992,7534,7458,27923,13903,4472,9431,14020,2899,11121,31798,15976,3104,12872,15822,2163,13659,28202,14231,2188,12043,13971,1725,12246,25371,12996,1915,11081,12375,1528,10847,24814,12428,1918,10510,12386,1688,10698,25803,12942,2043,10899,12861,2207,10654,27565,13570,2231,11339,13995,3124,10871,23898,11349,1987,9362,12549,3977,8572,20840,9655,1921,7734,11185,4934,6251,17192,7399,1939,5460,9793,5751,4042,12263,4684,1686,2998,7579,5542,2037,6737,2173,983,1190,4564,3866,698,3830,910,566,344,2920,2737,183,24890,0,0,0,0,0,0,0,0,10,8,21,76,412,2478,8055,6652,4299,2025,854
51        ,222291,106389,52851,53538,115902,62012,53890,12884,6737,6737,0,6147,6147,0,15421,7950,7950,0,7471,7471,0,17802,9197,9197,0,8605,8605,0,3491,1795,1795,0,1696,1696,0,13635,7052,6961,91,6583,6229,354,14210,7259,5622,1637,6951,3741,3210,12675,6446,2530,3916,6229,1483,4746,14950,7445,1680,5765,7505,1097,6408,13321,6680,1163,5517,6641,941,5700,12226,6118,960,5158,6108,922,5186,11843,5867,946,4921,5976,1010,4966,12644,6140,1081,5059,6504,1378,5126,13200,6220,1032,5188,6980,1911,5069,12663,5730,964,4766,6933,2481,4452,13188,5761,1144,4617,7427,3562,3865,11809,4802,1106,3696,7007,4241,2766,8578,3123,943,2180,5455,4099,1356,4915,1422,633,789,3493,2951,542,2836,645,407,238,2191,2047,144,14616,0,0,0,0,0,0,0,0,9,4,13,43,162,866,4525,4195,2866,1332,601
52        ,533770,260361,126783,133578,273409,139370,134039,34337,17697,17697,0,16640,16640,0,37944,19343,19343,0,18601,18601,0,44043,22353,22353,0,21690,21690,0,9064,4736,4736,0,4328,4328,0,34972,17485,17043,442,17487,16056,1431,37361,18683,12327,6356,18678,8498,10180,36094,18050,5250,12800,18044,3321,14723,40521,20600,3755,16845,19921,2698,17223,34305,17505,2792,14713,16800,2091,14709,30890,15772,2374,13398,15118,1976,13142,29419,14772,2247,12525,14647,2114,12533,29571,14713,2469,12244,14858,2665,12193,33583,16398,2921,13477,17185,4215,12970,28728,13382,2576,10806,15346,5406,9940,25766,11674,2656,9018,14092,6732,7360,21062,8798,2570,6228,12264,7638,4626,14460,5165,1929,3236,9295,7131,2164,7600,2296,1133,1163,5304,4647,657,4050,939,612,327,3111,2923,188,29042,0,0,0,0,0,0,0,0,15,36,52,116,534,2996,9561,7965,4748,2157,862
53        ,108121,53798,26834,26964,54323,27301,27022,6270,3271,3271,0,2999,2999,0,7239,3735,3735,0,3504,3504,0,8249,4214,4214,0,4035,4035,0,1728,884,884,0,844,844,0,6853,3658,3629,29,3195,3002,193,6834,3565,2763,802,3269,1642,1627,6562,3345,1351,1994,3217,676,2541,7788,4004,886,3118,3784,523,3261,6928,3567,644,2923,3361,359,3002,6096,3143,563,2580,2953,363,2590,5899,2985,524,2461,2914,422,2492,6322,3227,640,2587,3095,533,2562,6658,3292,646,2646,3366,785,2581,6303,2999,602,2397,3304,1079,2225,6113,2926,699,2227,3187,1353,1834,5291,2428,628,1800,2863,1625,1238,3655,1506,559,947,2149,1544,605,2054,686,362,324,1368,1164,204,1279,363,234,129,916,849,67,6978,0,0,0,0,0,0,0,0,2,0,5,22,90,406,2127,2015,1332,640,339
54        ,376718,182120,92598,89522,194598,104857,89741,23252,11902,11902,0,11350,11350,0,24883,12799,12799,0,12084,12084,0,29543,14995,14995,0,14548,14548,0,6251,3163,3163,0,3088,3088,0,26562,13552,13367,185,13010,12300,710,29897,15224,11867,3357,14673,8883,5790,25934,13026,5246,7780,12908,3845,9063,27232,13727,3230,10497,13505,2561,10944,22087,10968,2002,8966,11119,1816,9303,20478,10179,1671,8508,10299,1696,8603,20509,10200,1599,8601,10309,1728,8581,21835,10727,1708,9019,11108,2179,8929,23538,11376,1828,9548,12162,3064,9098,19848,9291,1492,7799,10557,3557,7000,18242,8094,1594,6500,10148,4760,5388,15115,6193,1554,4639,8922,5427,3495,11020,3901,1225,2676,7119,5197,1922,6533,1855,792,1063,4678,3955,723,3959,948,564,384,3011,2819,192,19358,0,0,0,0,0,0,0,0,10,8,19,52,238,1250,6248,5344,3569,1735,885
