zoneid,81sas020050,81sas020051,81sas020052,81sas020053,81sas020054,81sas020055,81sas020056,81sas020057,81sas020058,81sas020059,81sas020060,81sas020061,81sas020062,81sas020063,81sas020064,81sas020065,81sas020066,81sas020067,81sas020068,81sas020069,81sas020070,81sas020071,81sas020072,81sas020073,81sas020074,81sas020075,81sas020076,81sas020077,81sas020078,81sas020079,81sas020080,81sas020081,81sas020082,81sas020083,81sas020084,81sas020085,81sas020086,81sas020087,81sas020088,81sas020089,81sas020090,81sas020091,81sas020092,81sas020093,81sas020094,81sas020095,81sas020096,81sas020097,81sas020098,81sas020099,81sas020100,81sas020101,81sas020102,81sas020103,81sas020104,81sas020105,81sas020106,81sas020107,81sas020108,81sas020109,81sas020110,81sas020111,81sas020112,81sas020113,81sas020114,81sas020115,81sas020116,81sas020117,81sas020118,81sas020119,81sas020120,81sas020121,81sas020122,81sas020123,81sas020124,81sas020125,81sas020126,81sas020127,81sas020128,81sas020129,81sas020130,81sas020131,81sas020132,81sas020133,81sas020134,81sas020135,81sas020136,81sas020137,81sas020138,81sas020139,81sas020140,81sas020141,81sas020142,81sas020143,81sas020144,81sas020145,81sas020146,81sas020147,81sas020148,81sas020149,81sas020150,81sas020151,81sas020152,81sas020153,81sas020154,81sas020155,81sas020156,81sas020157,81sas020158,81sas020159,81sas020160,81sas020161,81sas020162,81sas020163,81sas020164,81sas020165,81sas020166,81sas020167,81sas020168,81sas020169,81sas020170,81sas020171,81sas020172,81sas020173,81sas020174,81sas020175,81sas020176,81sas020177,81sas020178,81sas020179,81sas020180,81sas020181,81sas020182,81sas020183,81sas020184,81sas020185,81sas020186,81sas020187,81sas020188,81sas020189,81sas020190,81sas020191,81sas020192,81sas020193,81sas020194,81sas020195,81sas020196,81sas020197,81sas020198,81sas020199,81sas020200,81sas020201,81sas020202,81sas020203,81sas020204,81sas020205,81sas020206,81sas020207,81sas020208,81sas020209
48SK      ,111030,54343,26500,27843,56687,28748,27939,7096,3681,3681,0,3415,3415,0,8024,4173,4173,0,3851,3851,0,9593,4889,4889,0,4704,4704,0,1783,942,942,0,841,841,0,7137,3713,3660,53,3424,3201,223,7474,3778,2574,1204,3696,1806,1890,7443,3665,1184,2481,3778,746,3032,8609,4359,801,3558,4250,562,3688,7321,3686,532,3154,3635,461,3174,6238,3140,392,2748,3098,386,2712,5945,2999,436,2563,2946,420,2526,6342,3106,490,2616,3236,604,2632,6483,3123,510,2613,3360,804,2556,5842,2687,430,2257,3155,1056,2099,5503,2513,495,2018,2990,1351,1639,4346,1916,483,1433,2430,1416,1014,3168,1181,400,781,1987,1445,542,1732,564,270,294,1168,993,175,951,228,158,70,723,686,37,6229,0,0,0,0,0,0,0,0,1,1,6,15,71,458,2118,1731,1085,535,208
49SL      ,50881,24670,12003,12667,26211,13497,12714,3021,1541,1541,0,1480,1480,0,3237,1658,1658,0,1579,1579,0,3795,1938,1938,0,1857,1857,0,792,396,396,0,396,396,0,2927,1447,1426,21,1480,1377,103,3154,1602,1215,387,1552,818,734,2946,1483,552,931,1463,342,1121,3427,1720,413,1307,1707,222,1485,3253,1650,284,1366,1603,163,1440,2920,1503,275,1228,1417,209,1208,3008,1503,268,1235,1505,231,1274,3150,1563,279,1284,1587,285,1302,3421,1707,335,1372,1714,451,1263,3092,1474,298,1176,1618,580,1038,3037,1377,327,1050,1660,819,841,2483,1031,314,717,1452,904,548,1637,613,225,388,1024,792,232,998,319,158,161,679,582,97,583,145,101,44,438,410,28,3184,0,0,0,0,0,0,0,0,2,3,1,20,63,269,1024,877,527,274,124
49SM      ,55357,26773,13186,13587,28584,14948,13636,2987,1520,1520,0,1467,1467,0,3322,1734,1734,0,1588,1588,0,4027,2052,2052,0,1975,1975,0,810,421,421,0,389,389,0,3230,1635,1618,17,1595,1515,80,3526,1877,1540,337,1649,1032,617,3354,1708,788,920,1646,437,1209,3825,1936,485,1451,1889,292,1597,3493,1729,347,1382,1764,261,1503,3125,1568,281,1287,1557,219,1338,3041,1554,271,1283,1487,258,1229,3232,1593,303,1290,1639,314,1325,3544,1697,293,1404,1847,490,1357,3499,1670,308,1362,1829,640,1189,3308,1509,324,1185,1799,797,1002,2972,1225,320,905,1747,1047,700,2128,800,280,520,1328,991,337,1208,371,186,185,837,730,107,726,174,115,59,552,506,46,3932,0,0,0,0,0,0,0,0,3,2,6,25,57,343,1182,1077,735,343,159
49SN      ,36413,17628,8374,9254,18785,9455,9330,1937,969,969,0,968,968,0,2259,1192,1192,0,1067,1067,0,2583,1294,1294,0,1289,1289,0,588,306,306,0,282,282,0,2196,1121,1094,27,1075,969,106,2258,1182,895,287,1076,560,516,2054,1060,434,626,994,203,791,2435,1222,265,957,1213,172,1041,2256,1152,192,960,1104,114,990,1979,1015,172,843,964,103,861,1988,987,180,807,1001,140,861,2212,1091,195,896,1121,213,908,2493,1223,239,984,1270,301,969,2456,1152,200,952,1304,408,896,2369,1089,227,862,1280,597,683,1879,774,195,579,1105,685,420,1314,468,160,308,846,635,211,742,239,107,132,503,445,58,415,92,58,34,323,304,19,2575,0,0,0,0,0,0,0,0,1,2,1,5,40,253,831,694,440,223,85
49SP      ,74977,36086,16542,19544,38891,19247,19644,4322,2199,2199,0,2123,2123,0,4509,2327,2327,0,2182,2182,0,5405,2674,2674,0,2731,2731,0,1117,563,563,0,554,554,0,4445,2237,2180,57,2208,2020,188,4759,2406,1614,792,2353,1073,1280,4476,2239,701,1538,2237,434,1803,5068,2575,467,2108,2493,294,2199,4466,2204,349,1855,2262,276,1986,4133,2115,355,1760,2018,271,1747,4183,2075,324,1751,2108,312,1796,4782,2372,392,1980,2410,424,1986,5456,2633,467,2166,2823,681,2142,4946,2303,384,1919,2643,892,1751,4480,2029,459,1570,2451,1145,1306,3769,1557,414,1143,2212,1377,835,2553,943,325,618,1610,1176,434,1367,432,211,221,935,783,152,741,203,137,66,538,499,39,5137,0,0,0,0,0,0,0,0,2,1,1,17,68,476,1703,1410,868,400,191
49SQ      ,67688,33394,16597,16797,34294,17443,16851,4216,2098,2098,0,2118,2118,0,4668,2424,2424,0,2244,2244,0,5565,2840,2840,0,2725,2725,0,1183,592,592,0,591,591,0,4621,2384,2346,38,2237,2072,165,4750,2482,1839,643,2268,1066,1202,4457,2330,807,1523,2127,413,1714,4960,2513,492,2021,2447,303,2144,4335,2142,327,1815,2193,261,1932,4071,2084,308,1776,1987,275,1712,3815,1932,316,1616,1883,237,1646,3995,2007,347,1660,1988,377,1611,3970,1996,369,1627,1974,468,1506,3709,1761,343,1418,1948,689,1259,3262,1478,302,1176,1784,841,943,2731,1193,347,846,1538,918,620,1823,684,234,450,1139,860,279,976,301,163,138,675,585,90,581,153,103,50,428,400,28,3620,0,0,0,0,0,0,0,0,2,3,5,17,46,306,1145,1043,626,288,139
49SR      ,37724,18286,8922,9364,19438,10059,9379,2332,1155,1155,0,1177,1177,0,2721,1387,1387,0,1334,1334,0,3113,1558,1558,0,1555,1555,0,657,337,337,0,320,320,0,2541,1229,1214,15,1312,1227,85,2437,1286,969,317,1151,559,592,2275,1181,431,750,1094,237,857,2776,1337,253,1084,1439,190,1249,2443,1240,188,1052,1203,141,1062,2225,1143,140,1003,1082,136,946,2106,1092,176,916,1014,150,864,2125,1045,166,879,1080,208,872,2149,1043,189,854,1106,254,852,2088,950,146,804,1138,393,745,2033,925,173,752,1108,492,616,1628,693,166,527,935,559,376,1085,412,141,271,673,504,169,592,174,76,98,418,349,69,398,99,57,42,299,274,25,2149,0,0,0,0,0,0,0,0,0,0,1,6,35,131,729,608,377,166,96
50SS      ,79221,39002,19271,19731,40219,20425,19794,4558,2368,2368,0,2190,2190,0,5274,2767,2767,0,2507,2507,0,6471,3329,3329,0,3142,3142,0,1358,703,703,0,655,655,0,5308,2699,2640,59,2609,2385,224,5392,2755,1878,877,2637,1272,1365,4719,2369,757,1612,2350,467,1883,5454,2793,571,2222,2661,358,2303,5022,2577,473,2104,2445,306,2139,4425,2321,392,1929,2104,250,1854,4352,2210,427,1783,2142,291,1851,4592,2289,454,1835,2303,431,1872,5095,2514,476,2038,2581,584,1997,4799,2251,472,1779,2548,840,1708,4281,1968,458,1510,2313,1082,1231,3563,1514,434,1080,2049,1231,818,2554,986,372,614,1568,1172,396,1329,437,200,237,892,767,125,675,152,100,52,523,495,28,5451,0,0,0,0,0,0,0,0,2,1,3,20,122,685,1722,1417,928,408,143
50ST      ,64625,31786,15123,16663,32839,16149,16690,3869,1954,1954,0,1915,1915,0,4600,2353,2353,0,2247,2247,0,5309,2666,2666,0,2643,2643,0,1145,581,581,0,564,564,0,4226,2172,2132,40,2054,1902,152,4503,2323,1606,717,2180,1032,1148,4182,2091,613,1478,2091,393,1698,4921,2443,419,2024,2478,292,2186,4192,2159,298,1861,2033,204,1829,3749,1936,254,1682,1813,172,1641,3695,1815,279,1536,1880,242,1638,3656,1864,270,1594,1792,272,1520,4190,2042,323,1719,2148,481,1667,3547,1696,317,1379,1851,562,1289,3123,1466,275,1191,1657,731,926,2480,1087,309,778,1393,823,570,1780,690,246,444,1090,790,300,937,310,138,172,627,530,97,521,138,90,48,383,354,29,3920,0,0,0,0,0,0,0,0,1,1,6,18,61,486,1267,1000,653,295,132
50SU      ,70015,34414,16597,17817,35601,17799,17802,3949,2031,2031,0,1918,1918,0,4684,2430,2430,0,2254,2254,0,5962,3077,3077,0,2885,2885,0,1288,651,651,0,637,637,0,4690,2383,2367,16,2307,2214,93,4400,2238,1762,476,2162,1214,948,4238,2087,751,1336,2151,459,1692,5252,2596,494,2102,2656,347,2309,4871,2419,337,2082,2452,294,2158,4339,2217,289,1928,2122,240,1882,4070,2098,260,1838,1972,244,1728,4206,2112,282,1830,2094,335,1759,4247,2099,328,1771,2148,469,1679,3661,1751,294,1457,1910,616,1294,3308,1539,333,1206,1769,727,1042,2789,1278,316,962,1511,843,668,2077,798,296,502,1279,904,375,1203,406,171,235,797,660,137,781,204,128,76,577,539,38,3848,0,0,0,0,0,0,0,0,5,1,2,9,52,288,1163,1095,680,362,191
50SW      ,132901,64880,31920,32960,68021,34988,33033,8157,4222,4222,0,3935,3935,0,8703,4449,4449,0,4254,4254,0,11167,5655,5655,0,5512,5512,0,2491,1294,1294,0,1197,1197,0,9344,4705,4639,66,4639,4360,279,9774,4980,3583,1397,4794,2529,2265,8658,4344,1459,2885,4314,984,3330,9450,4698,982,3716,4752,711,4041,8319,4178,650,3528,4141,537,3604,7824,3976,602,3374,3848,536,3312,7655,3837,601,3236,3818,561,3257,8009,4006,631,3375,4003,707,3296,8317,4083,653,3430,4234,952,3282,6961,3335,559,2776,3626,1178,2448,6158,2808,501,2307,3350,1500,1850,5101,2092,521,1571,3009,1796,1213,3551,1329,457,872,2222,1646,576,2031,621,298,323,1410,1187,223,1231,268,164,104,963,906,57,6839,0,0,0,0,0,0,0,0,1,4,8,16,97,495,2306,1844,1233,586,249
50SX      ,89738,44104,21183,22921,45634,22618,23016,5837,2973,2973,0,2864,2864,0,6230,3249,3249,0,2981,2981,0,7410,3779,3779,0,3631,3631,0,1585,787,787,0,798,798,0,5979,3015,2968,47,2964,2714,250,6601,3382,2248,1134,3219,1487,1732,6126,3012,892,2120,3114,596,2518,6721,3446,638,2808,3275,455,2820,5798,2898,430,2468,2900,384,2516,5034,2546,378,2168,2488,330,2158,5042,2468,351,2117,2574,350,2224,5340,2671,406,2265,2669,462,2207,5716,2832,451,2381,2884,638,2246,4930,2316,345,1971,2614,781,1833,3970,1874,354,1520,2096,894,1202,3259,1428,359,1069,1831,1058,773,2301,881,315,566,1420,1030,390,1237,399,176,223,838,722,116,622,148,84,64,474,443,31,4832,0,0,0,0,0,0,0,0,1,1,2,13,80,524,1597,1296,805,374,139
51SY      ,49641,23078,10818,12260,26563,14181,12382,2440,1247,1247,0,1193,1193,0,2907,1503,1503,0,1404,1404,0,3602,1873,1873,0,1729,1729,0,718,342,342,0,376,376,0,2937,1452,1432,20,1485,1414,71,2952,1490,1154,336,1462,848,614,2469,1221,492,729,1248,319,929,3027,1479,357,1122,1548,266,1282,2729,1366,263,1103,1363,213,1150,2583,1270,210,1060,1313,207,1106,2620,1288,228,1060,1332,229,1103,2893,1390,236,1154,1503,325,1178,3018,1423,256,1167,1595,433,1162,3040,1379,210,1169,1661,570,1091,3487,1485,255,1230,2002,906,1096,3355,1324,253,1071,2031,1121,910,2530,915,230,685,1615,1157,458,1469,418,151,267,1051,868,183,865,213,126,87,652,603,49,4085,0,0,0,0,0,0,0,0,3,0,5,9,28,236,1173,1172,854,402,203
51SZ      ,50295,23935,12187,11748,26360,14490,11870,3074,1588,1588,0,1486,1486,0,3681,1907,1907,0,1774,1774,0,4118,2121,2121,0,1997,1997,0,807,420,420,0,387,387,0,3152,1609,1585,24,1543,1455,88,3519,1774,1375,399,1745,961,784,3187,1605,617,988,1582,387,1195,3554,1804,436,1368,1750,260,1490,3074,1543,271,1272,1531,243,1288,2813,1418,213,1205,1395,209,1186,2648,1310,205,1105,1338,230,1108,2866,1367,243,1124,1499,348,1151,2958,1359,204,1155,1599,471,1128,2578,1184,186,998,1394,540,854,2632,1090,242,848,1542,793,749,2406,940,233,707,1466,983,483,1705,572,179,393,1133,887,246,973,229,108,121,744,648,96,550,95,54,41,455,431,24,2658,0,0,0,0,0,0,0,0,0,1,1,7,35,144,850,800,520,215,85
51TA      ,25409,12211,6098,6113,13198,7070,6128,1321,709,709,0,612,612,0,1625,870,870,0,755,755,0,1902,1003,1003,0,899,899,0,382,193,193,0,189,189,0,1478,758,754,4,720,695,25,1469,759,625,134,710,420,290,1300,673,314,359,627,166,461,1470,725,181,544,745,107,638,1445,731,138,593,714,113,601,1370,686,125,561,684,108,576,1420,679,115,564,741,129,612,1499,700,122,578,799,165,634,1671,799,142,657,872,250,622,1775,794,142,652,981,376,605,1723,766,157,609,957,463,494,1460,627,174,453,833,524,309,1075,401,144,257,674,512,162,646,228,117,111,418,340,78,378,110,73,37,268,247,21,1953,0,0,0,0,0,0,0,0,3,0,2,7,26,129,563,551,365,205,102
51TB      ,30450,14484,7210,7274,15966,8664,7302,1686,909,909,0,777,777,0,1958,975,975,0,983,983,0,2338,1191,1191,0,1147,1147,0,479,251,251,0,228,228,0,1785,922,911,11,863,830,33,1850,917,743,174,933,555,378,1575,808,374,434,767,201,566,1917,985,261,724,932,136,796,1774,887,164,723,887,114,773,1685,803,138,665,882,158,724,1717,864,147,717,853,147,706,1802,901,167,734,901,193,708,1941,894,149,745,1047,277,770,1855,832,169,663,1023,356,667,1942,877,175,702,1065,546,519,1787,719,169,550,1068,673,395,1226,436,149,287,790,612,178,720,218,103,115,502,431,71,413,95,65,30,318,300,18,2140,0,0,0,0,0,0,0,0,2,2,3,6,20,127,689,603,401,198,89
51TC      ,66496,32681,16538,16143,33815,17607,16208,4363,2284,2284,0,2079,2079,0,5250,2695,2695,0,2555,2555,0,5842,3009,3009,0,2833,2833,0,1105,589,589,0,516,516,0,4283,2311,2279,32,1972,1835,137,4420,2319,1725,594,2101,957,1144,4144,2139,733,1406,2005,410,1595,4982,2452,445,2007,2530,328,2202,4299,2153,327,1826,2146,258,1888,3775,1941,274,1667,1834,240,1594,3438,1726,251,1475,1712,275,1437,3584,1782,313,1469,1802,347,1455,3612,1745,281,1464,1867,480,1387,3415,1541,257,1284,1874,639,1235,3404,1543,315,1228,1861,854,1007,2801,1192,277,915,1609,940,669,2042,799,241,558,1243,931,312,1107,329,154,175,778,664,114,630,132,89,43,498,466,32,3780,0,0,0,0,0,0,0,0,1,1,2,14,53,230,1250,1069,726,312,122
52TD      ,67022,32445,15714,16731,34577,17720,16857,4136,2145,2145,0,1991,1991,0,4658,2352,2352,0,2306,2306,0,5491,2748,2748,0,2743,2743,0,1143,586,586,0,557,557,0,4245,2123,2064,59,2122,1938,184,4473,2299,1496,803,2174,944,1230,4164,2047,599,1448,2117,376,1741,4738,2418,451,1967,2320,321,1999,4154,2109,357,1752,2045,267,1778,3793,1972,327,1645,1821,226,1595,3653,1825,296,1529,1828,242,1586,3689,1797,307,1490,1892,321,1571,4495,2209,370,1839,2286,541,1745,4027,1858,360,1498,2169,816,1353,3598,1587,374,1213,2011,968,1043,2923,1184,341,843,1739,1069,670,2065,729,273,456,1336,1069,267,1031,318,173,145,713,643,70,546,139,95,44,407,382,25,4137,0,0,0,0,0,0,0,0,2,4,5,17,74,526,1342,1076,674,297,120
52TE      ,60043,29047,14390,14657,30996,16234,14762,3670,1875,1875,0,1795,1795,0,3919,1959,1959,0,1960,1960,0,4930,2436,2436,0,2494,2494,0,1058,552,552,0,506,506,0,4044,1983,1931,52,2061,1872,189,4263,2176,1448,728,2087,967,1120,3794,1913,590,1323,1881,383,1498,4223,2132,447,1685,2091,317,1774,3467,1795,340,1455,1672,236,1436,3389,1732,294,1438,1657,237,1420,3345,1674,278,1396,1671,249,1422,3425,1699,296,1403,1726,336,1390,4020,1906,374,1532,2114,563,1551,3577,1703,345,1358,1874,646,1228,3010,1345,344,1001,1665,832,833,2626,1114,372,742,1512,977,535,1814,654,275,379,1160,900,260,974,294,166,128,680,599,81,495,105,68,37,390,365,25,3479,0,0,0,0,0,0,0,0,2,6,13,15,53,316,1112,1001,593,275,93
52TF      ,128660,62726,30270,32456,65934,33455,32479,7818,4018,4018,0,3800,3800,0,9214,4676,4676,0,4538,4538,0,10867,5544,5544,0,5323,5323,0,2144,1094,1094,0,1050,1050,0,8589,4305,4220,85,4284,3999,285,8653,4300,2975,1325,4353,2128,2225,8214,4095,1215,2880,4119,805,3314,9545,4823,857,3966,4722,618,4104,8516,4305,627,3678,4211,506,3705,7676,3871,527,3344,3805,511,3294,7160,3561,513,3048,3599,493,3106,7198,3596,599,2997,3602,640,2962,8006,3936,711,3225,4070,966,3104,6913,3291,604,2687,3622,1186,2436,6422,2969,608,2361,3453,1514,1939,5145,2191,610,1581,2954,1760,1194,3593,1314,441,873,2279,1687,592,1906,565,256,309,1341,1174,167,1081,272,175,97,809,757,52,7322,0,0,0,0,0,0,0,0,5,15,13,25,182,775,2376,1951,1200,528,252
52TG      ,81268,39315,19262,20053,41953,21746,20207,4615,2405,2405,0,2210,2210,0,5323,2735,2735,0,2588,2588,0,6159,3138,3138,0,3021,3021,0,1326,726,726,0,600,600,0,5216,2655,2577,78,2561,2311,250,5610,2842,1889,953,2768,1324,1444,4920,2505,857,1648,2415,502,1913,5516,2805,582,2223,2711,415,2296,4662,2398,447,1951,2264,280,1984,4503,2296,407,1889,2207,290,1917,4628,2340,389,1951,2288,395,1893,4826,2391,456,1935,2435,473,1962,5690,2726,548,2178,2964,759,2205,5056,2289,468,1821,2767,1034,1733,4614,2019,494,1525,2595,1315,1280,3858,1568,481,1087,2290,1516,774,2624,901,351,550,1723,1318,405,1401,423,216,207,978,861,117,721,153,96,57,568,534,34,5028,0,0,0,0,0,0,0,0,1,4,9,28,73,500,1622,1416,836,398,141
52TH      ,104390,51293,25374,25919,53097,27116,25981,7560,3861,3861,0,3699,3699,0,7839,4010,4010,0,3829,3829,0,9033,4549,4549,0,4484,4484,0,1829,966,966,0,863,863,0,7070,3575,3477,98,3495,3194,301,7662,3824,2440,1384,3838,1652,2186,7898,3920,1070,2850,3978,683,3295,8461,4325,765,3560,4136,575,3561,6903,3500,542,2958,3403,437,2966,6112,3125,449,2676,2987,377,2610,5696,2881,433,2448,2815,401,2414,5508,2775,431,2344,2733,471,2262,5870,2920,507,2413,2950,757,2193,4815,2176,411,1765,2639,968,1671,4396,2030,459,1571,2366,1115,1251,3539,1483,407,1076,2056,1268,788,2373,868,320,548,1505,1145,360,1178,357,176,181,821,725,96,648,148,101,47,500,473,27,4961,0,0,0,0,0,0,0,0,3,4,9,20,102,491,1671,1374,804,342,141
52TJ      ,92387,45535,21773,23762,46852,23099,23753,6538,3393,3393,0,3145,3145,0,6991,3611,3611,0,3380,3380,0,7563,3938,3938,0,3625,3625,0,1564,812,812,0,752,752,0,5808,2844,2774,70,2964,2742,222,6700,3242,2079,1163,3458,1483,1975,7104,3570,919,2651,3534,572,2962,8038,4097,653,3444,3941,452,3489,6603,3398,479,2919,3205,365,2840,5417,2776,370,2406,2641,335,2306,4937,2491,338,2153,2446,334,2112,4925,2455,380,2075,2470,424,2046,5502,2701,411,2290,2801,629,2172,4340,2065,388,1677,2275,756,1519,3726,1724,377,1347,2002,988,1014,2971,1258,359,899,1713,1048,665,1991,699,269,430,1292,1012,280,1110,339,146,193,771,645,126,559,122,77,45,437,412,25,4115,0,0,0,0,0,0,0,0,2,3,3,11,50,388,1438,1147,641,317,115
53TK      ,39562,19599,9641,9958,19963,10046,9917,2320,1197,1197,0,1123,1123,0,2563,1347,1347,0,1216,1216,0,2983,1529,1529,0,1454,1454,0,657,343,343,0,314,314,0,2546,1420,1412,8,1126,1061,65,2476,1274,937,337,1202,578,624,2445,1238,470,768,1207,235,972,2849,1464,287,1177,1385,199,1186,2534,1315,221,1094,1219,126,1093,2194,1152,192,960,1042,108,934,2159,1078,188,890,1081,152,929,2252,1148,204,944,1104,182,922,2446,1173,220,953,1273,290,983,2388,1133,229,904,1255,429,826,2291,1079,255,824,1212,555,657,1966,833,207,626,1133,675,458,1334,529,201,328,805,614,191,717,235,122,113,482,426,56,442,112,80,32,330,309,21,2532,0,0,0,0,0,0,0,0,0,0,2,7,40,198,795,695,472,220,103
53TL      ,47661,23732,11981,11751,23929,12116,11813,2745,1436,1436,0,1309,1309,0,3274,1654,1654,0,1620,1620,0,3708,1876,1876,0,1832,1832,0,761,385,385,0,376,376,0,3025,1574,1558,16,1451,1362,89,3135,1644,1312,332,1491,786,705,2904,1494,643,851,1410,336,1074,3465,1767,421,1346,1698,233,1465,3021,1549,280,1269,1472,165,1307,2686,1340,238,1102,1346,183,1163,2651,1372,234,1138,1279,196,1083,2898,1483,329,1154,1415,240,1175,2946,1463,277,1186,1483,341,1142,2663,1276,252,1024,1387,453,934,2517,1226,295,931,1291,538,753,2195,1043,276,767,1152,635,517,1546,647,225,422,899,618,281,930,317,175,142,613,521,92,591,186,115,71,405,372,33,2974,0,0,0,0,0,0,0,0,2,0,2,11,35,127,888,868,575,294,172
53TM      ,20898,10467,5212,5255,10431,5139,5292,1205,638,638,0,567,567,0,1402,734,734,0,668,668,0,1558,809,809,0,749,749,0,310,156,156,0,154,154,0,1282,664,659,5,618,579,39,1223,647,514,133,576,278,298,1213,613,238,375,600,105,495,1474,773,178,595,701,91,610,1373,703,143,560,670,68,602,1216,651,133,518,565,72,493,1089,535,102,433,554,74,480,1172,596,107,489,576,111,465,1266,656,149,507,610,154,456,1252,590,121,469,662,197,465,1305,621,149,472,684,260,424,1130,552,145,407,578,315,263,775,330,133,197,445,312,133,407,134,65,69,273,217,56,246,65,39,26,181,168,13,1472,0,0,0,0,0,0,0,0,0,0,1,4,15,81,444,452,285,126,64
54TN      ,269459,129701,66974,62727,139758,76913,62845,16216,8290,8290,0,7926,7926,0,17401,8977,8977,0,8424,8424,0,20868,10551,10551,0,10317,10317,0,4418,2235,2235,0,2183,2183,0,18992,9514,9384,130,9478,9007,471,21836,11030,8821,2209,10806,6878,3928,18777,9438,4012,5426,9339,3029,6310,19107,9694,2455,7239,9413,1953,7460,15119,7502,1506,5996,7617,1332,6285,14125,7017,1234,5783,7108,1277,5831,14642,7208,1247,5961,7434,1316,6118,15740,7739,1325,6414,8001,1676,6325,17266,8333,1414,6919,8933,2332,6601,14415,6699,1132,5567,7716,2692,5024,13431,5952,1242,4710,7479,3588,3891,11290,4624,1196,3428,6666,4082,2584,8133,2847,940,1907,5286,3916,1370,4815,1372,607,765,3443,2942,501,2868,679,406,273,2189,2043,146,14108,0,0,0,0,0,0,0,0,8,5,12,36,156,867,4563,3958,2592,1282,629
54TP      ,107259,52419,25624,26795,54840,27944,26896,7036,3612,3612,0,3424,3424,0,7482,3822,3822,0,3660,3660,0,8675,4444,4444,0,4231,4231,0,1833,928,928,0,905,905,0,7570,4038,3983,55,3532,3293,239,8061,4194,3046,1148,3867,2005,1862,7157,3588,1234,2354,3569,816,2753,8125,4033,775,3258,4092,608,3484,6968,3466,496,2970,3502,484,3018,6353,3162,437,2725,3191,419,2772,5867,2992,352,2640,2875,412,2463,6095,2988,383,2605,3107,503,2604,6272,3043,414,2629,3229,732,2497,5433,2592,360,2232,2841,865,1976,4811,2142,352,1790,2669,1172,1497,3825,1569,358,1211,2256,1345,911,2887,1054,285,769,1833,1281,552,1718,483,185,298,1235,1013,222,1091,269,158,111,822,776,46,5250,0,0,0,0,0,0,0,0,2,3,7,16,82,383,1685,1386,977,453,256
55TQ      ,54404,26651,12957,13694,27753,14007,13746,3273,1679,1679,0,1594,1594,0,3441,1754,1754,0,1687,1687,0,4253,2224,2224,0,2029,2029,0,937,490,490,0,447,447,0,3823,1940,1895,45,1883,1754,129,4043,2034,1452,582,2009,1020,989,3529,1795,585,1210,1734,375,1359,3681,1857,389,1468,1824,267,1557,3203,1626,280,1346,1577,219,1358,3066,1550,239,1311,1516,194,1322,3093,1529,230,1299,1564,216,1348,3472,1710,266,1444,1762,291,1471,3756,1822,296,1526,1934,453,1481,3280,1583,315,1268,1697,566,1131,2779,1278,273,1005,1501,730,771,2192,915,214,701,1277,755,522,1463,538,210,328,925,696,229,718,228,103,125,490,429,61,402,99,63,36,303,285,18,3170,0,0,0,0,0,0,0,0,0,0,2,7,104,324,1078,839,502,218,96
55TR      ,59663,29021,13468,15553,30642,15062,15580,3678,1948,1948,0,1730,1730,0,4061,2102,2102,0,1959,1959,0,4356,2239,2239,0,2117,2117,0,968,510,510,0,458,458,0,3463,1735,1713,22,1728,1592,136,3849,1936,1333,603,1913,865,1048,3988,1995,569,1426,1993,328,1665,4462,2256,349,1907,2206,230,1976,3982,2016,291,1725,1966,229,1737,3314,1703,247,1456,1611,210,1401,3076,1523,228,1295,1553,216,1337,3410,1703,266,1437,1707,276,1431,3784,1874,333,1541,1910,422,1488,3659,1703,309,1394,1956,611,1345,3390,1504,279,1225,1886,889,997,2847,1166,284,882,1681,1050,631,1828,679,220,459,1149,873,276,1027,304,155,149,723,630,93,521,125,93,32,396,377,19,3800,0,0,0,0,0,0,0,0,0,0,2,6,61,411,1258,1048,624,279,111
55TS      ,66068,32009,14860,17149,34059,16890,17169,3832,1940,1940,0,1892,1892,0,4142,2141,2141,0,2001,2001,0,4927,2554,2554,0,2373,2373,0,1006,521,521,0,485,485,0,4125,2116,2079,37,2009,1862,147,4441,2223,1513,710,2218,1031,1187,4133,2068,666,1402,2065,404,1661,4777,2443,442,2001,2334,290,2044,4065,2048,307,1741,2017,258,1759,3785,1901,257,1644,1884,220,1664,3689,1891,285,1606,1798,238,1560,3991,1953,292,1661,2038,352,1686,4463,2121,371,1750,2342,547,1795,3957,1864,322,1542,2093,706,1387,3756,1642,318,1324,2114,1015,1099,3182,1284,294,990,1898,1179,719,2142,806,286,520,1336,993,343,1089,335,168,167,754,664,90,566,158,104,54,408,380,28,4293,0,0,0,0,0,0,0,0,1,1,1,10,70,442,1401,1158,744,319,146
